Model,Category,Name,Price/Details,Image URL
Hybrid SE,Exterior,Silver Sky Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4524/990/ef0ed64e1b372756f9b9fd60e3815deebcdd337cd8e9a9433b9862579bc26509.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid SE,Interior,Black Fabric,Included,N/A
Hybrid SE,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Hybrid SE,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Hybrid SE,Drivetrain,All-Wheel Drive,Included,N/A
Hybrid Woodland Edition,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4437/505/93ec2811b91d88ce2adb862d0fb587d54a06da4614be3645e6d5e723f31b7775.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Woodland Edition,Exterior,Army Green/Midnight Black Metallic roof *,$500,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4437/111/8c85256f1b7370842b968c13f260497f22e272275fb2be5e2143ce007fc74eb5.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Woodland Edition,Exterior,Ice Cap/Midnight Black Metallic roof *,$500,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4437/230/3a1f17c6c687bb78759d8c9386422c7411ce67b8c6ba6255b0424761053da2ec.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Woodland Edition,Interior,Black Fabric,Included,N/A
Hybrid Woodland Edition,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Hybrid Woodland Edition,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Hybrid Woodland Edition,Drivetrain,All-Wheel Drive,Included,N/A
Hybrid XLE Premium,Exterior,Magnetic Gray Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/803/f325a20bff3d8e62f3b9bdab84dfcd289c3f5bcafeb2bd6f860cb87c9c9c618a.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Exterior,Wind Chill Pearl *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/107/d06c47732652fd96c54a7e97c472d8f994a2a06ce35c3f9e8441dfb280d7b604.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/202/37cbec620a0a967ac02fa70fa2fe58e6cbaaf824ae138659f63fa5a7300d1a67.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Exterior,Ruby Flare Pearl *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/231/06e95237a1d9ea5f09658bff5474a4111656aeb69f773b0d928f86ced0b44565.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Exterior,Blueprint,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/567/f3e9d79770bbbe4553835e0dc39d7387cc0c550640c46710056882a92eb1bacc.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Exterior,Silver Sky Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4528/973/871e4d15100ebbcee42a61f34c735318a849eae7e28e41fe4b7953f63e092a02.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XLE Premium,Interior,Ash SofTex® *,Included,N/A
Hybrid XLE Premium,Interior,Nutmeg SofTex® *,Included,N/A
Hybrid XLE Premium,Interior,Black SofTex® *,Included,N/A
Hybrid XLE Premium,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Hybrid XLE Premium,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Hybrid XLE Premium,Drivetrain,All-Wheel Drive,Included,N/A
Hybrid XLE Premium,Add-On,10.5-in. Toyota Audio Multimedia and 11-speaker JBL® * Premium Audio,"$1,410 MSRP",N/A
Hybrid XSE,Exterior,Cavalry Blue/Midnight Black Metallic roof,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4530/661/67e0b125a1bb6d78f2382c99234dfa206a29c327438dde0ccc5048c35c17c00f.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XSE,Exterior,Wind Chill Pearl/Midnight Black Metallic roof *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4530/505/d2004eb18093da626f7d247d5a8115da3972d10f9e33ba38e8880aa08c067b8a.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XSE,Exterior,Silver Sky Metallic/Midnight Black Metallic roof,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4530/33/eba77441cc749dd0c98a41113679781b08bedc395f2abd280f014542b9a89dd5.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XSE,Exterior,Magnetic Gray Metallic/Midnight Black Metallic roof,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4530/734/4ea59dfebab6315cd8c2fcd324d6131c313f02e485f95d824a287fa975f63ad5.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid XSE,Interior,Black Mixed Media,Included,N/A
Hybrid XSE,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Hybrid XSE,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Hybrid XSE,Drivetrain,All-Wheel Drive,Included,N/A
Hybrid XSE,Add-On,11-speaker JBL® * Premium Audio,$580 MSRP,N/A
Hybrid XSE,Add-On,Panoramic glass roof,$500 MSRP,N/A
Hybrid Limited,Exterior,Magnetic Gray Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/2/5a6b08a2d9d7dc4751b4e6d08515e04883869faf589a2256d10c53a05702a9ac.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Exterior,Wind Chill Pearl *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/951/5f96d30f0b6847f361facee9c63ad8f0e436a65fb22b7bef201368f0990f9d97.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/447/bf59c537a421cba435214903e3cff04d18c07b40752737535543aa60189a01e0.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Exterior,Ruby Flare Pearl *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/436/ea238d248af08e72208fddd5e2997c71858965b4c766633a1dc8e0ceb9dc3912.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Exterior,Blueprint,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/742/5e1c9dee132422b39d1ec68d1ac6c1b39651446fc7e8741848337b013429264b.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Exterior,Silver Sky Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/rav4hybrid/4534/996/05223194324659bd27109e879e6c417f3d104e794cfadaea22a6568d1ab9551b.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Hybrid Limited,Interior,Ash SofTex® *,Included,N/A
Hybrid Limited,Interior,Nutmeg SofTex® *,Included,N/A
Hybrid Limited,Interior,Black SofTex® *,Included,N/A
Hybrid Limited,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Hybrid Limited,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Hybrid Limited,Drivetrain,All-Wheel Drive,Included,N/A
Hybrid Limited,Add-On,Panoramic glass roof,$500 MSRP,N/A
