Model,Category,Name,Price/Details,Image URL
XLE,Exterior,Storm Cloud,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4040/538/6a9082b2249ea071fe48bae6a94f86c4f2a106a6ea0bee136fc7c3c6fb3e4651.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
XLE,Exterior,Bronze Age *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4040/558/3914d4fe33b0c185becdeffbb94d44c217ea9f9eb213ebfb8577bc399d4ed11f.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
XLE,Exterior,Finish Line Red *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4040/54/6a55b9eefe90b6586680fe560827c17252d15f643db50f3554b784e1bb8ae696.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
XLE,Exterior,Oxygen White *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4040/142/1f35bf8e1d56e772373d04017c47b71e71b1562ce2f07dfd5c2be3f8bd40a975.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
XLE,Exterior,Black,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4040/514/f1df0b722afedd8e84d8a829532d3da2479140ee80aff862224999f864addf5d.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
XLE,Interior,Black Leather,Included,N/A
XLE,Interior,Saddle Tan Leather,Included,N/A
XLE,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
XLE,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
XLE,Drivetrain,All-Wheel Drive,Included,N/A
Limited,Exterior,Storm Cloud,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4041/439/527bd60f5ad73b904eb45d5375de11c804cceba9a75cff72cb92556b319328c3.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Limited,Exterior,Bronze Age *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4041/302/b6885e1e82e1641046f38e6d5924bb2e3ee4c007c9c79573b0d9a32a06f674e0.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Limited,Exterior,Finish Line Red *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4041/253/7b1ebddd9f01023199ffc2499817c5ef354df04eb248f4a7b840847de21f1749.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Limited,Exterior,Oxygen White *,$425,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4041/832/8e2ce8b88abde20107fcfa8912704e4f8038eeca85a1462d0e90466cc50f2cb0.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Limited,Exterior,Black,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/toyotacrownsignia/4041/289/bfab18e99a652c4619021b372298f6cc97ac1f2eab69484ccb8afb4a0fe811e5.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Limited,Interior,Black Leather,Included,N/A
Limited,Interior,Saddle Tan Leather,Included,N/A
Limited,Engine,2.5L 4-Cyl. Hybrid Engine,Included,N/A
Limited,Transmission,Electronically controlled Continuously Variable Transmission (ECVT),Included,N/A
Limited,Drivetrain,All-Wheel Drive,Included,N/A
