Model,Category,Name,Price/Details,Image URL
Platinum i-FORCE MAX,Exterior,Lunar Rock,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8402/780/0d3da90c3b548a610ada6ddd10abd8368eeed5a596dbc24f4ebe914f656a5415.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Platinum i-FORCE MAX,Exterior,Blueprint,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8402/200/d60cc958ab17a79b6155aa830b07130dfb6bcd55d1922377bebf99683b7fb134.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Platinum i-FORCE MAX,Exterior,Terra,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8402/200/d60cc958ab17a79b6155aa830b07130dfb6bcd55d1922377bebf99683b7fb134.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Platinum i-FORCE MAX,Interior,Black Leather-trimmed,Included,N/A
Platinum i-FORCE MAX,Engine,i-FORCE MAX V6 Hybrid Engine,Included,N/A
Platinum i-FORCE MAX,Transmission,10-Speed Electronically Controlled automatic Transmission with intelligence (ECT-i) and sequential shift mode,Included,N/A
Platinum i-FORCE MAX,Drivetrain,Rear-Wheel Drive,Included,N/A
Platinum i-FORCE MAX,Drivetrain,4-Wheel Drive,"$3,000 MSRP",N/A
Platinum i-FORCE MAX,Add-On,PVM + BSM Tow Mirrors,$290 MSRP,N/A
Platinum i-FORCE MAX,Add-On,Power Running Boards,"$1,350 MSRP",N/A
1794 Edition i-FORCE MAX,Exterior,Wind Chill Pearl *,$475,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/538/1a179e929b2994f249857035794ab65a8650e1583265d8f6b3166b66698320ef.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Magnetic Gray Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/34/299bcf6ad2c23897c171eac6dd5c061ac5c76110e832d96dbc4fe89d5fe2f879.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Celestial Silver Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/655/959cce77020b7bcde645bd3d66485d91a9c5c62fb1f9c4d28b7956968823995d.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/615/e0777307fb311cfde338d8b1892ed50f43943f356bc07db721248ce5e3f734b5.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Smoked Mesquite,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/954/2b9a9102bcc61194cfb677fdf3ccbb23608e5c43255b300b9e79cf3c386c6346.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Lunar Rock,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/729/d6ed53e1a170df852c311c7370649b7bd4065b1d74afc1a894e3bf41cdb855e4.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Blueprint,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/391/dd638b0758dbb31010380bba4d34ae3567baccf5f647e0ba33f0ee8236654ec0.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Exterior,Terra,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8403/391/dd638b0758dbb31010380bba4d34ae3567baccf5f647e0ba33f0ee8236654ec0.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
1794 Edition i-FORCE MAX,Interior,Saddle Tan Leather-trimmed,Included,N/A
1794 Edition i-FORCE MAX,Engine,i-FORCE MAX V6 Hybrid Engine,Included,N/A
1794 Edition i-FORCE MAX,Transmission,10-Speed Electronically Controlled automatic Transmission with intelligence (ECT-i) and sequential shift mode,Included,N/A
1794 Edition i-FORCE MAX,Drivetrain,Rear-Wheel Drive,Included,N/A
1794 Edition i-FORCE MAX,Drivetrain,4-Wheel Drive,"$3,000 MSRP",N/A
1794 Edition i-FORCE MAX,Add-On,PVM + BSM Outer Mirrors,No Additional Cost,N/A
1794 Edition i-FORCE MAX,Add-On,PVM + BSM Tow Mirrors,$290 MSRP,N/A
1794 Edition i-FORCE MAX,Add-On,Power Running Boards,"$1,350 MSRP",N/A
TRD Pro,Exterior,Mudbath,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8424/33/421c78315baebe87c1e239f2c4afaae6790a39078b47a19124313035d38a9ca7.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
TRD Pro,Exterior,Ice Cap,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8424/420/74c1f1dcc40a8aea97cb117410e29ee95e98f507f2761d663457c1b3013cfbb1.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
TRD Pro,Exterior,Magnetic Gray Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8424/382/ea78f81e3722f853fa8637cba4026cda132bad91622611bf5cb76a3b9911f0f9.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
TRD Pro,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8424/259/d022db2b15c38fdaa6ea1f65c5053635ab2d4a224d9c9eb6d4e8754274bbfc31.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
TRD Pro,Interior,Black SofTex®-trimmed *,Included,N/A
TRD Pro,Interior,Cockpit Red SofTex®-trimmed *,Included,N/A
TRD Pro,Engine,i-FORCE MAX V6 Hybrid Engine,Included,N/A
TRD Pro,Transmission,10-Speed Electronically Controlled automatic Transmission with intelligence (ECT-i) and sequential shift mode,Included,N/A
TRD Pro,Drivetrain,4-Wheel Drive,Included,N/A
Capstone,Exterior,Wind Chill Pearl *,$475,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/281/210505c1857c5a6c81a7dad22fc648a541e300d38c3107ebf757fc82d68252a3.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Exterior,Magnetic Gray Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/964/6490625c4178fb7ac40c40cc6bc15f76d4259bce615d8d1a0eed7af4e6b40683.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Exterior,Celestial Silver Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/466/d7a204aabf9d1eab4892964988d62494aa4930fe7a8ceeb0dc377c99b5502a75.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Exterior,Midnight Black Metallic,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/998/f02ce8b625e41b7250ab2be775e8f893dfb7636c36ecf4fc2476b9d63e5363d6.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Exterior,Supersonic Red *,$475,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/330/93042caaa5d43f2aeb19fde2bae8995d9d6be1749b83c45b278c6ea3376da6cd.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Exterior,Blueprint,Included,"https://tmnaassetscs.scene7.com/is/image/tmnaassetscs/vcr/live/vehicle/TOY/2025/tundrahybrid/8425/115/8283553b9f7a93b559bdb616c069b01851c3fff1388fcc34fe46742014038366.png?wid=1600&fmt=webp-alpha&cropN=0.04,0.08,0.92,.84"
Capstone,Interior,Black and White Semi-Aniline Leather-trimmed,Included,N/A
Capstone,Engine,i-FORCE MAX V6 Hybrid Engine,Included,N/A
Capstone,Transmission,10-Speed Electronically Controlled automatic Transmission with intelligence (ECT-i) and sequential shift mode,Included,N/A
Capstone,Drivetrain,4-Wheel Drive,Included,N/A
Capstone,Add-On,PVM + BSM Tow Mirrors,$290 MSRP,N/A
